ProjectID,TaskID,Date,PctPlanned,PctComplete,AC,EV,PV
P002,P002-T007,2025-12-27,0.4,0.4473,258922.22,218017.74,194961.42
P002,P002-T007,2026-01-03,0.54,0.6035,351052.58,294132.88,263197.92
P002,P002-T007,2026-01-10,0.68,0.7585,439225.44,369683.71,331434.42
P002,P002-T008,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T008,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T009,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T009,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T009,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T009,2025-10-25,0.0189,0.0475,2006.25,2070.71,821.81
P002,P002-T009,2025-11-01,0.1509,0.1261,5008.73,5493.56,6574.47
P002,P002-T009,2025-11-08,0.283,0.2805,11104.47,12217.99,12327.13
P002,P002-T009,2025-11-15,0.4151,0.414,17248.84,18030.14,18079.79
P002,P002-T009,2025-11-22,0.5472,0.4818,19866.81,20984.56,23832.45
P002,P002-T009,2025-11-29,0.6792,0.6323,24427.67,27542.41,29585.11
P002,P002-T009,2025-12-06,0.8113,0.7652,30795.8,33326.97,35337.77
P002,P002-T009,2025-12-13,0.9434,0.8756,34586.75,38135.42,41090.42
P002,P002-T009,2025-12-20,1.0,0.933,37116.96,40639.05,43555.85
P002,P002-T009,2025-12-27,1.0,0.8446,35351.26,36785.73,43555.85
P002,P002-T009,2026-01-03,1.0,0.8526,33677.93,37136.13,43555.85
P002,P002-T009,2026-01-10,1.0,0.9385,39453.35,40876.6,43555.85
P002,P002-T010,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T010,2025-12-13,0.0385,0.0221,4938.72,5524.55,9615.04
P002,P002-T010,2025-12-20,0.1731,0.2568,52824.98,64209.57,43267.69
P002,P002-T010,2025-12-27,0.3077,0.4497,100770.22,112421.58,76920.33
P002,P002-T010,2026-01-03,0.4423,0.6341,129630.82,158517.9,110572.98
P002,P002-T010,2026-01-10,0.5769,0.7861,168946.6,196517.07,144225.62
P002,P002-T011,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T011,2025-12-20,0.0656,0.0588,15534.59,16111.04,17974.56
P002,P002-T011,2025-12-27,0.1803,0.1716,48483.22,47043.74,49430.05
P002,P002-T011,2026-01-03,0.2951,0.2624,71429.77,71929.34,80885.53
P002,P002-T011,2026-01-10,0.4098,0.3869,106021.88,106043.47,112341.02
P002,P002-T012,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T012,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T013,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T014,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T015,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T016,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T016,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T016,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T016,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T016,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T016,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T016,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T016,2025-11-22,0.0968,0.1603,17399.67,18364.15,11083.29
P002,P002-T016,2025-11-29,0.2097,0.246,29190.41,28173.21,24013.78
P002,P002-T016,2025-12-06,0.3226,0.3725,42764.25,42659.05,36944.28
P002,P002-T016,2025-12-13,0.4355,0.5193,58591.92,59474.45,49874.78
P002,P002-T016,2025-12-20,0.5484,0.642,73384.82,73531.56,62805.28
P002,P002-T016,2025-12-27,0.6613,0.799,86440.68,91503.11,75735.78
P002,P002-T016,2026-01-03,0.7742,0.8665,102635.74,99238.26,88666.28
P002,P002-T016,2026-01-10,0.8871,1.0,112840.48,114527.28,101596.78
P002,P002-T017,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T017,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T018,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T018,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T018,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T018,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T018,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T018,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T018,2025-11-15,0.0377,0.0712,5786.16,4051.24,2148.14
P002,P002-T018,2025-11-22,0.1698,0.1453,12076.31,8271.64,9666.62
P002,P002-T018,2025-11-29,0.3019,0.3506,29243.21,19955.56,17185.11
P002,P002-T018,2025-12-06,0.434,0.4801,38763.02,27331.69,24703.6
P002,P002-T018,2025-12-13,0.566,0.5886,49023.9,33508.64,32222.08
P002,P002-T018,2025-12-20,0.6981,0.7727,58876.95,43985.17,39740.57
P002,P002-T018,2025-12-27,0.8302,0.828,65279.12,47132.41,47259.06
P002,P002-T018,2026-01-03,0.9623,1.0,83719.02,56925.68,54777.54
P002,P002-T018,2026-01-10,1.0,1.0,80580.57,56925.68,56925.68
P002,P002-T019,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T019,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T019,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T019,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T019,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T019,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T019,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T019,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T019,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T019,2025-12-06,0.1136,0.0692,6100.38,5672.91,9316.92
P002,P002-T019,2025-12-13,0.2727,0.2286,20031.63,18741.75,22360.62
P002,P002-T019,2025-12-20,0.4318,0.4581,42068.88,37559.58,35404.31
P002,P002-T019,2025-12-27,0.5909,0.6256,59622.75,51295.37,48448.0
P002,P002-T019,2026-01-03,0.75,0.7709,72144.09,63203.15,61491.7
P002,P002-T019,2026-01-10,0.9091,0.9498,85860.17,77871.44,74535.39
P002,P002-T020,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T020,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T021,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T022,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T023,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T023,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T023,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T023,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T023,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T023,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T023,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T023,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T023,2025-11-29,0.0,0.0204,1641.26,1853.35,0.0
P002,P002-T023,2025-12-06,0.2059,0.2118,16684.46,19233.31,18697.17
P002,P002-T023,2025-12-13,0.4118,0.4814,40214.37,43714.31,37394.33
P002,P002-T023,2025-12-20,0.6176,0.7337,60367.64,66628.21,56091.5
P002,P002-T023,2025-12-27,0.8235,1.0,81542.87,90814.81,74788.67
P002,P002-T023,2026-01-03,1.0,1.0,85147.94,90814.81,90814.81
P002,P002-T023,2026-01-10,1.0,1.0,83810.18,90814.81,90814.81
P002,P002-T024,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T024,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T024,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T024,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T024,2025-11-01,0.0,0.0269,2660.65,3287.0,0.0
P002,P002-T024,2025-11-08,0.3333,0.2807,29384.01,34312.2,40743.52
P002,P002-T024,2025-11-15,0.6667,0.637,63965.99,77861.25,81487.05
P002,P002-T024,2025-11-22,1.0,0.9864,100398.15,120563.05,122230.57
P002,P002-T024,2025-11-29,1.0,0.9821,101170.96,120044.96,122230.57
P002,P002-T024,2025-12-06,1.0,0.9869,101049.74,120625.59,122230.57
P002,P002-T024,2025-12-13,1.0,1.0,100116.49,122230.57,122230.57
P002,P002-T024,2025-12-20,1.0,1.0,102511.76,122230.57,122230.57
P002,P002-T024,2025-12-27,1.0,1.0,103582.98,122230.57,122230.57
P002,P002-T024,2026-01-03,1.0,1.0,104479.68,122230.57,122230.57
P002,P002-T024,2026-01-10,1.0,0.9508,101498.86,116214.08,122230.57
P002,P002-T025,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T025,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T025,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T025,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T025,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T025,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T025,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T025,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T025,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T025,2025-12-06,0.0769,0.0611,3692.99,2897.59,3645.58
P002,P002-T025,2025-12-13,0.2564,0.2681,15441.52,12705.15,12151.95
P002,P002-T025,2025-12-20,0.4359,0.4533,27721.92,21483.78,20658.31
P002,P002-T025,2025-12-27,0.6154,0.5559,34818.79,26344.63,29164.68
P002,P002-T025,2026-01-03,0.7949,0.8141,47000.25,38583.38,37671.04
P002,P002-T025,2026-01-10,0.9744,0.9241,57504.17,43793.3,46177.41
P002,P002-T026,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T026,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T027,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T027,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T027,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T027,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T027,2025-11-01,0.025,0.0,0.0,0.0,16938.14
P002,P002-T027,2025-11-08,0.2,0.1723,88773.95,116770.42,135505.15
P002,P002-T027,2025-11-15,0.375,0.4079,225627.57,276375.32,254072.16
P002,P002-T027,2025-11-22,0.55,0.5958,303612.89,403663.9,372639.17
P002,P002-T027,2025-11-29,0.725,0.7892,415820.66,534688.89,491206.18
P002,P002-T027,2025-12-06,0.9,0.9238,474440.39,625899.09,609773.19
P002,P002-T027,2025-12-13,1.0,1.0,517713.53,677525.77,677525.77
P002,P002-T027,2025-12-20,1.0,1.0,552919.69,677525.77,677525.77
P002,P002-T027,2025-12-27,1.0,1.0,536591.27,677525.77,677525.77
P002,P002-T027,2026-01-03,1.0,1.0,526303.14,677525.77,677525.77
P002,P002-T027,2026-01-10,1.0,1.0,526954.27,677525.77,677525.77
P003,P003-T001,2025-10-24,0.0,0.0,0.0,0.0,0.0
P003,P003-T001,2025-10-31,0.0,0.0,0.0,0.0,0.0
P003,P003-T001,2025-11-07,0.0,0.0,0.0,0.0,0.0
P003,P003-T001,2025-11-14,0.0,0.0,0.0,0.0,0.0
P003,P003-T001,2025-11-21,0.0,0.0,0.0,0.0,0.0
P003,P003-T001,2025-11-28,0.1053,0.093,6607.0,6306.81,7138.38
P003,P003-T001,2025-12-05,0.4737,0.5724,42169.93,38817.12,32122.71
P003,P003-T001,2025-12-12,0.8421,1.0,71567.63,67814.62,57107.05
P003,P003-T001,2025-12-19,1.0,1.0,73380.6,67814.62,67814.62
P003,P003-T001,2025-12-26,1.0,1.0,69720.98,67814.62,67814.62
P003,P003-T001,2026-01-02,1.0,1.0,70767.88,67814.62,67814.62
P003,P003-T001,2026-01-09,1.0,1.0,70336.63,67814.62,67814.62
P003,P003-T002,2025-10-24,0.0,0.0,0.0,0.0,0.0
P003,P003-T002,2025-10-31,0.0,0.0,0.0,0.0,0.0
P003,P003-T002,2025-11-07,0.0,0.0,0.0,0.0,0.0
P003,P003-T002,2025-11-14,0.0,0.0,0.0,0.0,0.0
P003,P003-T002,2025-11-21,0.0,0.0,0.0,0.0,0.0
P003,P003-T002,2025-11-28,0.0,0.0,0.0,0.0,0.0
P003,P003-T002,2025-12-05,0.0,0.0,0.0,0.0,0.0
P003,P003-T002,2025-12-12,0.0,0.0,0.0,0.0,0.0
P003,P003-T002,2025-12-19,0.1538,0.1257,5107.48,4907.91,6006.38
P003,P003-T002,2025-12-26,0.6923,0.5672,21760.55,22145.13,27028.71
P003,P003-T002,2026-01-02,1.0,0.9223,37054.55,36008.12,39041.47
P003,P003-T002,2026-01-09,1.0,0.9071,34306.11,35413.14,39041.47
P003,P003-T003,2025-10-24,0.0,0.0,0.0,0.0,0.0
P003,P003-T003,2025-10-31,0.0,0.0,0.0,0.0,0.0
P003,P003-T003,2025-11-07,0.0,0.0,0.0,0.0,0.0
P003,P003-T003,2025-11-14,0.0,0.0,0.0,0.0,0.0
P003,P003-T003,2025-11-21,0.0,0.0,0.0,0.0,0.0
P003,P003-T003,2025-11-28,0.0,0.0,0.0,0.0,0.0
P003,P003-T003,2025-12-05,0.0,0.0,0.0,0.0,0.0
P003,P003-T003,2025-12-12,0.0,0.0,0.0,0.0,0.0
P003,P003-T003,2025-12-19,0.0,0.0,0.0,0.0,0.0
P003,P003-T003,2025-12-26,0.1538,0.1927,4814.9,4857.0,3878.56
P003,P003-T003,2026-01-02,0.6923,0.848,21458.21,21378.22,17453.5
P003,P003-T003,2026-01-09,1.0,1.0,23447.23,25210.61,25210.61
P003,P003-T004,2025-10-24,0.0,0.0,0.0,0.0,0.0
P003,P003-T004,2025-10-31,0.0,0.0,0.0,0.0,0.0
P003,P003-T004,2025-11-07,0.1,0.1021,10032.15,8290.93,8118.0
P003,P003-T004,2025-11-14,0.8,0.7873,75826.14,63913.96,64944.02
P003,P003-T004,2025-11-21,1.0,1.0,93635.03,81180.02,81180.02
P003,P003-T004,2025-11-28,1.0,1.0,96170.7,81180.02,81180.02
P003,P003-T004,2025-12-05,1.0,1.0,95507.72,81180.02,81180.02
P003,P003-T004,2025-12-12,1.0,1.0,100457.92,81180.02,81180.02
P003,P003-T004,2025-12-19,1.0,1.0,97631.73,81180.02,81180.02
P003,P003-T004,2025-12-26,1.0,1.0,96430.3,81180.02,81180.02
P003,P003-T004,2026-01-02,1.0,1.0,101147.13,81180.02,81180.02
P003,P003-T004,2026-01-09,1.0,1.0,94231.52,81180.02,81180.02
P003,P003-T005,2025-10-24,0.0,0.0,0.0,0.0,0.0
P003,P003-T005,2025-10-31,0.0,0.0,0.0,0.0,0.0
P003,P003-T005,2025-11-07,0.0,0.0,0.0,0.0,0.0
P003,P003-T005,2025-11-14,0.0,0.0,0.0,0.0,0.0
P003,P003-T005,2025-11-21,0.0,0.0,0.0,0.0,0.0
P003,P003-T005,2025-11-28,0.125,0.1436,8913.82,10271.28,8940.13
P003,P003-T005,2025-12-05,0.5625,0.5747,38583.48,41102.22,40230.59
P003,P003-T005,2025-12-12,1.0,1.0,66953.61,71521.05,71521.05
P003,P003-T005,2025-12-19,1.0,1.0,62967.85,71521.05,71521.05
P003,P003-T005,2025-12-26,1.0,0.9452,62265.15,67600.84,71521.05
P003,P003-T005,2026-01-02,1.0,1.0,63811.58,71521.05,71521.05
P003,P003-T005,2026-01-09,1.0,0.9804,64901.76,70122.78,71521.05
P003,P003-T006,2025-10-24,0.0,0.0,0.0,0.0,0.0
P003,P003-T006,2025-10-31,0.0,0.0,0.0,0.0,0.0
P003,P003-T006,2025-11-07,0.1429,0.1841,6944.51,7622.87,5916.59
P003,P003-T006,2025-11-14,1.0,1.0,37034.11,41416.15,41416.15
P003,P003-T006,2025-11-21,1.0,1.0,35817.81,41416.15,41416.15
P003,P003-T006,2025-11-28,1.0,1.0,37600.83,41416.15,41416.15
P003,P003-T006,2025-12-05,1.0,1.0,36814.46,41416.15,41416.15
P003,P003-T006,2025-12-12,1.0,1.0,38165.69,41416.15,41416.15
P003,P003-T006,2025-12-19,1.0,1.0,38858.01,41416.15,41416.15
P003,P003-T006,2025-12-26,1.0,1.0,38344.44,41416.15,41416.15
P003,P003-T006,2026-01-02,1.0,1.0,39303.79,41416.15,41416.15
